,cik_str,ticker,title
5242,1481028,HYSR,"SUNHYDROGEN, INC."
5243,1823857,VHAQ,Viveon Health Acquisition Corp.
5244,933034,STRT,STRATTEC SECURITY CORP
5245,1883962,ALOR,ALSP Orchid Acquisition Corp I
5246,1722387,ITRG,Integra Resources Corp.
5247,1429260,FBIO,"Fortress Biotech, Inc."
5248,1907730,YOTA,Yotta Acquisition Corp
5249,1553643,RLMD,"RELMADA THERAPEUTICS, INC."
5250,879535,DTF,DTF TAX-FREE INCOME 2028 TERM FUND INC
5251,1838000,SWSS,Springwater Special Situations Corp.
5252,1715925,IPA,ImmunoPrecise Antibodies Ltd.
5253,1828673,HCWB,HCW Biologics Inc.
5254,1732409,BCHG,Grayscale Bitcoin Cash Trust (BCH)
5255,1582554,MTNB,"Matinas BioPharma Holdings, Inc."
5256,1332551,ACR,ACRES Commercial Realty Corp.
5257,876717,FCO,"ABRDN GLOBAL INCOME FUND, INC."
5258,1301236,SOHO,Sotherly Hotels Inc.
5259,835662,AIXN,"AiXin Life International, Inc."
5260,1847607,RFAC,RF Acquisition Corp.
5261,1850902,TKNO,"Alpha Teknova, Inc."
5262,1509261,RZLT,"Rezolute, Inc."
5263,1041024,RMTI,"ROCKWELL MEDICAL, INC."
5264,353184,AIRT,AIR T INC
5265,1863181,HPLT,Home Plate Acquisition Corp
5266,1697532,APLT,Applied Therapeutics Inc.
5267,1008586,STRM,STREAMLINE HEALTH SOLUTIONS INC.
5268,1158172,SCOR,"COMSCORE, INC."
5269,750574,AUBN,"AUBURN NATIONAL BANCORPORATION, INC"
5270,1866838,IGTA,Inception Growth Acquisition Ltd
5271,1848821,GTAC,Global Technology Acquisition Corp. I
5272,1839133,IRME,"IR-Med, Inc."
5273,1840233,XLO,"Xilio Therapeutics, Inc."
5274,1870404,PBAX,PHOENIX BIOTECH ACQUISITION CORP.
5275,1058623,CMLS,CUMULUS MEDIA INC
5276,202947,CPTP,CAPITAL PROPERTIES INC /RI/
5277,1789769,TIL,"Instil Bio, Inc."
5278,1944902,OMH,Ohmyhome Ltd
5279,1861063,AQU,Aquaron Acquisition Corp.
5280,1713539,KXIN,Kaixin Auto Holdings
5281,1083743,FLUX,"Flux Power Holdings, Inc."
5282,740806,FMBM,F&M BANK CORP
5283,714712,JUVF,JUNIATA VALLEY FINANCIAL CORP
5284,1753217,JHAA,Nuveen Corporate Income 2023 Target Term Fund
5285,1101396,DLA,"DELTA APPAREL, INC"
5286,1874252,MYNZ,MAINZ BIOMED N.V.
5287,1930179,ARBB,ARB IOT Group Ltd
5288,1894210,QOMO,Qomolangma Acquisition Corp.
5289,843006,ISDR,ISSUER DIRECT CORP
5290,1679033,JPT,Nuveen Preferred & Income Fund
5291,1288795,GLV,Clough Global Dividend & Income Fund
5292,1833498,RCLF,Rosecliff Acquisition Corp I
5293,1875257,LIVB,LIV Capital Acquisition Corp. II
5294,1347858,XXII,"22nd Century Group, Inc."
5295,793306,BDCO,BLUE DOLPHIN ENERGY CO
5296,1805651,MKTW,"MARKETWISE, INC."
5297,1074692,CEV,EATON VANCE CALIFORNIA MUNICIPAL INCOME TRUST
5298,1490596,GVXXF,GoviEx Uranium Inc.
5299,1849058,CLOE,Clover Leaf Capital Corp.
5300,828146,LINK,INTERLINK ELECTRONICS INC
5301,1001171,BYFC,BROADWAY FINANCIAL CORP DE
5302,948708,SMSI,"SMITH MICRO SOFTWARE, INC."
5303,1821146,BWAC,Better World Acquisition Corp.
5304,1817565,FXCO,Financial Strategies Acquisition Corp.
5305,1852973,OXUS,Oxus Acquisition Corp.
5306,1529628,SND,"Smart Sand, Inc."
5307,1584549,VFF,"Village Farms International, Inc."
5308,798528,OMEX,ODYSSEY MARINE EXPLORATION INC
5309,1791725,HUDI,"Huadi International Group Co., Ltd."
5310,1720446,ZEPP,Zepp Health Corp
5311,1584547,GP,GREENPOWER MOTOR Co INC.
5312,862651,INVU,"Investview, Inc."
5313,1507957,IPWR,Ideal Power Inc.
5314,1558740,WNLV,Winvest Group Ltd
5315,1847513,TRON,CORNER GROWTH ACQUISITION CORP. 2
5316,1742770,VIOT,"Viomi Technology Co., Ltd"
5317,1407973,SONX,"Sonendo, Inc."
5318,1489874,GGROU,Golden Growers Cooperative
5319,1539029,CLSD,"Clearside Biomedical, Inc."
5320,731653,UBCP,UNITED BANCORP INC /OH/
5321,1850398,TCBC,"TC Bancshares, Inc."
5322,1778982,HUIZ,Huize Holding Ltd
5323,1840229,INKT,"MiNK Therapeutics, Inc."
5324,1337068,MGYR,"Magyar Bancorp, Inc."
5325,1723069,TLSA,Tiziana Life Sciences Ltd
5326,748268,RCAT,"Red Cat Holdings, Inc."
5327,1862068,RBT,"Rubicon Technologies, Inc."
5328,1597313,VRAY,"ViewRay, Inc."
5329,1718500,RVIV,Reviv3 Procare Co
5330,1801834,PRFX,PAINREFORM LTD.
5331,1448597,AUGG,AUGUSTA GOLD CORP.
5332,1385632,IAE,Voya Asia Pacific High Dividend Equity Income Fund
5333,1827980,EMBK,"Embark Technology, Inc."
5334,837852,IDEX,"IDEANOMICS, INC."
5335,1456189,LEAT,Leatt Corp
5336,1075706,CIZN,CITIZENS HOLDING CO /MS/
5337,1721484,LGVN,Longeveron Inc.
5338,846671,VLT,Invesco High Income Trust II
5339,1780731,EPOW,"Sunrise New Energy Co., Ltd."
5340,1597835,CMCM,Cheetah Mobile Inc.
5341,1835615,MHUA,"Meihua International Medical Technologies Co., Ltd."
5342,928054,FTK,FLOTEK INDUSTRIES INC/CN/
5343,1473086,OXBC,Oxford Bank Corp
5344,1941131,TORO,TORO CORP.
5345,1724009,PRT,PermRock Royalty Trust
5346,811211,UNIB,UNIVERSITY BANCORP INC /DE/
5347,1586454,PMHG,Prime Meridian Holding Co
5348,1851182,FHLT,Future Health ESG Corp.
5349,1140410,PNF,PIMCO NEW YORK MUNICIPAL INCOME FUND
5350,847411,CXH,MFS INVESTMENT GRADE MUNICIPAL TRUST
5351,1936255,FORL,Four Leaf Acquisition Corp
5352,1867287,LBBB,Lakeshore Acquisition II Corp.
5353,1867834,BRAG,Bragg Gaming Group Inc.
5354,1896212,MURF,Murphy Canyon Acquisition Corp.
5355,1826671,NIR,"Near Intelligence, Inc."
5356,1742341,HKIT,HiTek Global Inc.
5357,779544,ARKR,ARK RESTAURANTS CORP
5358,1276469,MFD,MACQUARIE/FIRST TRUST GLOBAL INFRASTR/UTIL DIV & INC FUND
5359,1820566,ISPO,Inspirato Inc
5360,1837607,PMGM,Priveterra Acquisition Corp.
5361,1030192,IDR,"Idaho Strategic Resources, Inc."
5362,808439,TATT,TAT TECHNOLOGIES LTD
5363,1900679,TETE,Technology & Telecommunication Acquisition Corp
5364,1760542,HOOK,HOOKIPA Pharma Inc.
5365,1844419,MAQC,Maquia Capital Acquisition Corp
5366,1084554,LTBR,LIGHTBRIDGE Corp
5367,1938186,JYD,Jayud Global Logistics Ltd
5368,71557,NUVR,"Nuvera Communications, Inc."
5369,1804583,RAASY,Cloopen Group Holding Ltd
5370,1939696,ETAO,"ETAO International Co., Ltd."
5371,1607997,NMS,Nuveen Minnesota Quality Municipal Income Fund
5372,1227636,STIM,"Neuronetics, Inc."
5373,751365,VIRC,VIRCO MFG CORPORATION
5374,834285,FRBK,REPUBLIC FIRST BANCORP INC
5375,1800315,GLTO,"Galecto, Inc."
5376,1915380,DMYY,"dMY Squared Technology Group, Inc."
5377,1557523,PGZ,Principal Real Estate Income Fund
5378,1847462,AYRWF,Ayr Wellness Inc.
5379,1742518,MTC,"MMTec, Inc."
5380,1807707,APPH,"AppHarvest, Inc."
5381,1818838,ADAG,Adagene Inc.
5382,1859807,NVAC,NorthView Acquisition Corp
5383,1514443,AGSS,"AMERIGUARD SECURITY SERVICES, INC."
5384,1841408,DAVE,Dave Inc./DE
5385,1290476,VBFC,Village Bank & Trust Financial Corp.
5386,1779372,BEAT,"HeartBeam, Inc."
5387,788920,PDEX,PRO DEX INC
5388,1718405,HYMC,HYCROFT MINING HOLDING CORP
5389,1903382,BHM,"Bluerock Homes Trust, Inc."
5390,1841761,GROV,"Grove Collaborative Holdings, Inc."
5391,1329606,CETY,"Clean Energy Technologies, Inc."
5392,13156,GLXZ,"Galaxy Gaming, Inc."
5393,1831096,GEG,"Great Elm Group, Inc."
5394,1328792,TPCS,TECHPRECISION CORP
5395,1341318,LSBK,"LAKE SHORE BANCORP, INC."
5396,1698508,IHTA,Invesco High Income 2024 Target Term Fund
5397,912061,NHTC,NATURAL HEALTH TRENDS CORP
5398,1266806,VANI,"Vivani Medical, Inc."
5399,1302624,FAM,FIRST TRUST/ABRDN GLOBAL OPPORTUNITY INCOME FUND
5400,1914023,ACAC,Acri Capital Acquisition Corp
5401,1835416,MACA,Moringa Acquisition Corp
5402,855683,MLSS,MILESTONE SCIENTIFIC INC.
5403,1556263,SYRS,"Syros Pharmaceuticals, Inc."
5404,1807765,PMVC,PMV Consumer Acquisition Corp.
5405,1835268,CNTB,Connect Biopharma Holdings Ltd
5406,1210708,HSON,"Hudson Global, Inc."
5407,1850262,INTE,Integral Acquisition Corp 1
5408,723603,CULP,CULP INC
5409,1445942,TMRC,Texas Mineral Resources Corp.
5410,883107,NANX,NANOPHASE TECHNOLOGIES Corp
5411,1137091,PSIX,"POWER SOLUTIONS INTERNATIONAL, INC."
5412,1386301,RSSS,"Research Solutions, Inc."
5413,6176,AP,AMPCO PITTSBURGH CORP
5414,1784058,PNYG,Pony Group Inc.
5415,1213037,CRDF,"Cardiff Oncology, Inc."
5416,1870129,ROSE,Rose Hill Acquisition Corp
5417,1357874,DTIL,PRECISION BIOSCIENCES INC
5418,1099668,FOTB,"FIRST OTTAWA BANCSHARES, INC"
5419,783324,VGZ,VISTA GOLD CORP
5420,1626745,FVTI,"Fortune Valley Treasures, Inc."
5421,1849011,APNC,Apeiron Capital Investment Corp.
5422,1024672,ELTK,ELTEK LTD
5423,40570,JOB,GEE Group Inc.
5424,1866816,OLIT,OmniLit Acquisition Corp.
5425,39020,FEIM,FREQUENCY ELECTRONICS INC
5426,15847,BUKS,BUTLER NATIONAL CORP
5427,1737523,BGLC,BioNexus Gene Lab Corp
5428,1821866,BTQQF,Sonora Gold & Silver Corp.
5429,719733,KTCC,KEY TRONIC CORP
5430,1043000,SNDA,"SONIDA SENIOR LIVING, INC."
5431,1852440,JZ,Jianzhi Education Technology Group Co Ltd
5432,34563,FARM,FARMER BROTHERS CO
5433,1657642,SLBK,"Skyline Bankshares, Inc."
5434,1622879,SHWZ,"Medicine Man Technologies, Inc."
5435,1355848,TOON,"Kartoon Studios, Inc."
5436,1769116,VIAO,VIA optronics AG
5437,1763950,LTRN,Lantern Pharma Inc.
5438,1702924,WRAP,"WRAP TECHNOLOGIES, INC."
5439,1095435,PRTG,PORTAGE BIOTECH INC.
5440,1534154,AUID,authID Inc.
5441,1865861,CCTS,Cactus Acquisition Corp. 1 Ltd
5442,1641489,VTVT,vTv Therapeutics Inc.
5443,1722926,ASLN,ASLAN Pharmaceuticals Ltd
5444,1472072,CCM,Concord Medical Services Holdings Ltd
5445,791718,EEA,"EUROPEAN EQUITY FUND, INC / MD"
5446,1746119,MUGH,MU GLOBAL HOLDING Ltd
5447,1178840,NBW,NEUBERGER BERMAN CALIFORNIA MUNICIPAL FUND INC.
5448,1837344,MBTC,Nocturne Acquisition Corp
5449,872912,DCTH,"DELCATH SYSTEMS, INC."
5450,1841586,ITAQ,"Industrial Tech Acquisitions II, Inc."
5451,1850906,OMIC,"Singular Genomics Systems, Inc."
5452,1321834,MYMD,"MyMD Pharmaceuticals, Inc."
5453,849146,LFVN,Lifevantage Corp
5454,1487718,BLTH,"AMERICAN BATTERY MATERIALS, INC."
5455,1675033,GECC,Great Elm Capital Corp.
5456,1799011,LUCD,Lucid Diagnostics Inc.
5457,1815974,ANEB,"Anebulo Pharmaceuticals, Inc."
5458,1628945,HLTH,Cue Health Inc.
5459,1080340,LOAN,"MANHATTAN BRIDGE CAPITAL, INC"
5460,1514490,RGT,"ROYCE GLOBAL VALUE TRUST, INC."
5461,1394056,OSS,"ONE STOP SYSTEMS, INC."
5462,1841425,VGAS,"Verde Clean Fuels, Inc."
5463,1526329,TTP,"TORTOISE PIPELINE & ENERGY FUND, INC."
5464,12040,BDL,FLANIGANS ENTERPRISES INC
5465,1849902,SEPA,SEP Acquisition Corp.
5466,1734750,MOVE,Movano Inc.
5467,1874875,HOUR,"Hour Loop, Inc"
5468,1842498,OTMO,Otonomo Technologies Ltd.
5469,1708176,HOFV,Hall of Fame Resort & Entertainment Co
5470,860489,CEE,"CENTRAL & EASTERN EUROPE FUND, INC."
5471,1289636,PFIE,PROFIRE ENERGY INC
5472,1879373,ENCP,Energem Corp
5473,1514597,FURY,FURY GOLD MINES LTD
5474,1929589,MRDB,MariaDB plc
5475,1886894,SNAL,"Snail, Inc."
5476,1702123,CRDL,Cardiol Therapeutics Inc.
5477,1868775,ASCA,ASPAC I Acquisition Corp.
5478,875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC
5479,1873324,PEPL,PepperLime Health Acquisition Corp
5480,1845942,BNIX,Bannix Acquisition Corp.
5481,1213809,DYAI,DYADIC INTERNATIONAL INC
5482,356037,CSPI,CSP INC /MA/
5483,1377630,NCMI,"National CineMedia, Inc."
5484,1006830,CBKM,CONSUMERS BANCORP INC /OH/
5485,1957401,ZYRX,GLOBAL EARNINGS CAPITAL LTD.
5486,1865107,AKA,A.K.A. BRANDS HOLDING CORP.
5487,1160791,GORO,GOLD RESOURCE CORP
5488,1476573,AIRRF,Aurion Resources Ltd.
5489,898171,UWHR,UWHARRIE CAPITAL CORP
5490,1886268,SHUA,SHUAA Partners Acquisition Corp I
5491,1930313,PTWO,"Pono Capital Two, Inc."
5492,770460,PFBX,PEOPLES FINANCIAL CORP /MS/
5493,1448815,RFLFY,Raffles Education Corp Ltd
5494,1821323,SGTX,"Sigilon Therapeutics, Inc."
5495,1031235,SELF,"Global Self Storage, Inc."
5496,1849867,CLST,"Catalyst Bancorp, Inc."
5497,1819411,GANX,"Gain Therapeutics, Inc."
5498,1539850,STCB,"Starco Brands, Inc."
5499,1711291,CURO,CURO Group Holdings Corp.
5500,1272842,AIRG,AIRGAIN INC
5501,2186,BKTI,BK Technologies Corp
5502,1426800,ASMB,"ASSEMBLY BIOSCIENCES, INC."
5503,1379329,IBTN,InsCorp Inc
5504,1571329,LRFC,Logan Ridge Finance Corp.
5505,1524769,CHKR,CHESAPEAKE GRANITE WASH TRUST
5506,1065078,NTIP,"NETWORK-1 TECHNOLOGIES, INC."
5507,1649739,BAFN,BayFirst Financial Corp.
5508,1865494,IOBT,"IO Biotech, Inc."
5509,1863990,SMAP,Sportsmap Tech Acquisition Corp.
5510,1563665,BSTG,"Biostage, Inc."
5511,793524,REFR,RESEARCH FRONTIERS INC
5512,1816723,GRFX,Graphex Group Ltd
5513,1163389,NWPP,NEW PEOPLES BANKSHARES INC
5514,838131,JMM,Nuveen Multi-Market Income Fund
5515,1854445,VRAR,"Glimpse Group, Inc."
5516,914712,STCN,"Steel Connect, Inc."
5517,1739426,RVLP,RVL Pharmaceuticals plc
5518,1817232,DUNE,Dune Acquisition Corp
5519,1750593,DUO,Fangdd Network Group Ltd.
5520,1718108,SURF,"Surface Oncology, Inc."
5521,1665300,PHUN,"Phunware, Inc."
5522,1514056,TRIQ,"TRAQIQ, INC."
5523,1031623,GIFI,GULF ISLAND FABRICATION INC
5524,1145255,HNNA,HENNESSY ADVISORS INC
5525,1320854,RAIL,"FreightCar America, Inc."
5526,1853774,MCAF,Mountain Crest Acquisition Corp. IV
5527,1860484,RACY,Relativity Acquisition Corp
5528,1302387,BVFL,"BV Financial, Inc."
5529,1113313,AVNI,ARVANA INC
5530,880242,BLGO,"BIOLARGO, INC."
5531,1433607,NSPR,"InspireMD, Inc."
5532,1860663,MTRY,Monterey Innovation Acquisition Corp
5533,1822886,HHGC,HHG Capital Corp
5534,1876581,IMPP,Imperial Petroleum Inc./Marshall Islands
5535,1409375,OESX,"ORION ENERGY SYSTEMS, INC."
5536,925741,BCDA,"BioCardia, Inc."
5537,1460329,FLNT,"Fluent, Inc."
5538,717806,FUSB,"FIRST US BANCSHARES, INC."
5539,1662774,QNCX,"Quince Therapeutics, Inc."
5540,1141240,LQMT,LIQUIDMETAL TECHNOLOGIES INC
5541,862692,CCEL,CRYO CELL INTERNATIONAL INC
5542,1362190,AEYE,AUDIOEYE INC
5543,1061027,VIRX,"Viracta Therapeutics, Inc."
5544,1879103,CFSB,"CFSB Bancorp, Inc. /MA/"
5545,1578348,ICMB,"Investcorp Credit Management BDC, Inc."
5546,1494891,SRTS,"Sensus Healthcare, Inc."
5547,1857086,DMAQ,Deep Medicine Acquisition Corp.
5548,1606268,VIA,"Via Renewables, Inc."
5549,1786286,DPRO,Draganfly Inc.
5550,912764,KSBI,KS BANCORP INC
5551,1854368,DGHI,Digihost Technology Inc.
5552,1551040,EDI,Virtus Stone Harbor Emerging Markets Total Income Fund
5553,1434524,CLIR,ClearSign Technologies Corp
5554,1584371,ICCM,IceCure Medical Ltd.
5555,1091596,AURX,"Nuo Therapeutics, Inc."
5556,1574565,EVGN,Evogene Ltd.
5557,943535,WHEN,"WORLD HEALTH ENERGY HOLDINGS, INC."
5558,84112,RSKIA,"GEORGE RISK INDUSTRIES, INC."
5559,1088034,USIO,"Usio, Inc."
5560,1465885,WMC,Western Asset Mortgage Capital Corp
5561,1216128,ORPB,OREGON PACIFIC BANCORP
5562,1606698,ALPP,"ALPINE 4 HOLDINGS, INC."
5563,1455365,CGTX,COGNITION THERAPEUTICS INC
5564,1641281,BOLT,"Bolt Biotherapeutics, Inc."
5565,1713863,RFL,"Rafael Holdings, Inc."
5566,1836176,FATH,Fathom Digital Manufacturing Corp
5567,1496690,BCRD,"BlueOne Card, Inc."
5568,1834045,VWE,"Vintage Wine Estates, Inc."
5569,1644771,RSF,"RiverNorth Capital & Income Fund, Inc."
5570,1788717,FXLV,F45 Training Holdings Inc.
5571,1602842,MOGO,Mogo Inc.
5572,1598924,ICGL,"Image Chain Group Limited, Inc."
5573,1477246,SANW,S&W Seed Co
5574,1447380,MFON,MOBIVITY HOLDINGS CORP.
5575,1396502,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund
5576,1514743,IROQ,"IF Bancorp, Inc."
5577,754811,GROW,U S GLOBAL INVESTORS INC
5578,1337090,SPAZF,SPANISH MOUNTAIN GOLD LTD.
5579,1843162,SSIC,Silver Spike Investment Corp.
5580,1580063,BIOR,"BIORA THERAPEUTICS, INC."
5581,315545,PVCT,"PROVECTUS BIOPHARMACEUTICALS, INC."
5582,1074828,KNW,"KNOW LABS, INC."
5583,1710495,MNAO,PINEAPPLE EXPRESS CANNABIS Co
5584,1598646,NERV,"Minerva Neurosciences, Inc."
5585,25895,CRWS,CROWN CRAFTS INC
5586,771999,DSS,"DSS, INC."
5587,1547158,NDP,"TORTOISE ENERGY INDEPENDENCE FUND, INC."
5588,1835059,ARVL,Arrival
5589,1828522,EFTR,"eFFECTOR Therapeutics, Inc."
5590,1515156,ADES,"Advanced Emissions Solutions, Inc."
5591,1310630,CFOO,China Foods Holdings Ltd.
5592,716643,RGS,REGIS CORP
5593,1934064,OSA,"ProSomnus, Inc."
5594,1297341,KFFB,Kentucky First Federal Bancorp
5595,1840748,LVTX,LAVA Therapeutics NV
5596,1723935,STG,Sunlands Technology Group
5597,1681903,ICCH,"ICC Holdings, Inc."
5598,1903392,CLRC,ClimateRock
5599,889971,LPTH,LIGHTPATH TECHNOLOGIES INC
5600,1595248,GNPX,"Genprex, Inc."
5601,1320350,LNSR,"LENSAR, Inc."
5602,766792,CVV,CVD EQUIPMENT CORP
5603,1661059,NXTC,"NextCure, Inc."
5604,1840292,HLGN,"Heliogen, Inc."
5605,1058307,NXPL,NextPlat Corp
5606,1787297,PASG,"Passage BIO, Inc."
5607,1883983,VSAC,VISION SENSING ACQUISITION CORP.
5608,1602380,JROOF,Jericho Energy Ventures Inc.
5609,1680048,MBIO,"MUSTANG BIO, INC."
5610,1677077,ALZN,"Alzamend Neuro, Inc."
5611,1689657,CELL,PhenomeX Inc.
5612,1740279,INAB,"IN8BIO, INC."
5613,1274737,XGN,EXAGEN INC.
5614,1776909,CURI,CuriosityStream Inc.
5615,716006,YELL,Yellow Corp
5616,1810140,POL,Polished.com Inc.
5617,1846809,OTEC,OceanTech Acquisitions I Corp.
5618,1648365,TMNA,"AGRI-FINTECH HOLDINGS, INC."
5619,1881592,NSTS,"NSTS Bancorp, Inc."
5620,1661998,FIXX,"Homology Medicines, Inc."
5621,1864531,DHAC,DIGITAL HEALTH ACQUISITION CORP.
5622,1855351,SAGA,Sagaliam Acquisition Corp
5623,1178841,NBO,NEUBERGER BERMAN NEW YORK MUNICIPAL FUND INC.
5624,1701478,AZTR,Azitra Inc
5625,1549145,BIOF,"BLUE BIOFUELS, INC."
5626,1844392,MRAI,"Marpai, Inc."
5627,1357971,ESOA,Energy Services of America CORP
5628,1178697,SONM,SONIM TECHNOLOGIES INC
5629,1498148,AITX,Artificial Intelligence Technology Solutions Inc.
5630,1102432,VKIN,"VIKING ENERGY GROUP, INC."
5631,1596812,ENLV,Enlivex Therapeutics Ltd.
5632,884269,APT,ALPHA PRO TECH LTD
5633,949961,IOR,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/
5634,889348,CVU,CPI AEROSTRUCTURES INC
5635,1762239,KAVL,"Kaival Brands Innovations Group, Inc."
5636,1407583,BHLL,Bunker Hill Mining Corp.
5637,1089872,GAIA,"GAIA, INC"
5638,1690585,MGTA,"Magenta Therapeutics, Inc."
5639,1075736,CXDO,"Crexendo, Inc."
5640,1319183,FMY,FIRST TRUST MORTGAGE INCOME FUND
5641,1696558,JRSH,"Jerash Holdings (US), Inc."
5642,1452965,UTRS,MINERVA SURGICAL INC
5643,885731,NXN,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO
5644,1582982,CCLD,"CareCloud, Inc."
5645,1392994,FGB,FIRST TRUST SPECIALTY FINANCE & FINANCIAL OPPORTUNITIES FUND
5646,1832487,GUER,"Guerrilla RF, Inc."
5647,1817640,BREZ,Breeze Holdings Acquisition Corp.
5648,1799290,EBON,Ebang International Holdings Inc.
5649,1783407,LIZI,LIZHI INC.
5650,1659494,COE,51Talk Online Education Group
5651,1826681,STRC,Sarcos Technology & Robotics Corp
5652,1847360,BCOW,"1895 Bancorp of Wisconsin, Inc. /MD/"
5653,1646188,ONDS,Ondas Holdings Inc.
5654,893739,TURN,180 DEGREE CAPITAL CORP. /NY/
5655,1500375,HFBL,"Home Federal Bancorp, Inc. of Louisiana"
5656,1085921,MMTIF,MICROMEM TECHNOLOGIES INC
5657,1884164,KWIK,"KwikClick, Inc."
5658,864240,SYPR,SYPRIS SOLUTIONS INC
5659,749660,ICAD,ICAD INC
5660,33533,ESP,ESPEY MFG & ELECTRONICS CORP
5661,1861622,OXAC,Oxbridge Acquisition Corp.
5662,1859639,CZOO,Cazoo Group Ltd
5663,313364,MTR,MESA ROYALTY TRUST/TX
5664,1040896,IDN,"Intellicheck, Inc."
5665,1483510,EXPR,"EXPRESS, INC."
5666,1414382,CLEV,Concrete Leveling Systems Inc
5667,1553788,SBEV,"SPLASH BEVERAGE GROUP, INC."
5668,27367,DXR,DAXOR CORP
5669,1874074,MMV,MultiMetaVerse Holdings Ltd
5670,1440153,BKUH,"Bakhu Holdings, Corp."
5671,1677940,BYSI,BeyondSpring Inc.
5672,1523289,DMA,Destra Multi-Alternative Fund
5673,799165,DWSN,DAWSON GEOPHYSICAL CO
5674,1822691,GRNA,"GreenLight Biosciences Holdings, PBC"
5675,863900,MXE,MEXICO EQUITY & INCOME FUND INC
5676,1843248,GSD,"Global System Dynamics, Inc."
5677,1873835,IMMX,"Immix Biopharma, Inc."
5678,1836242,TKLF,"Yoshitsu Co., Ltd"
5679,55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/
5680,878828,WTT,WIRELESS TELECOM GROUP INC
5681,1420529,AACG,ATA Creativity Global
5682,1439237,QOEG,Quality Online Education Group Inc.
5683,1854463,WINV,WinVest Acquisition Corp.
5684,1771885,HUGE,FSD Pharma Inc.
5685,1699906,BKRRF,BLACKROCK SILVER CORP.
5686,1096275,WKSP,Worksport Ltd
5687,1846968,CCAI,Cascadia Acquisition Corp.
5688,1262104,MEIP,"MEI Pharma, Inc."
5689,1757840,INDO,Indonesia Energy Corp Ltd
5690,1459188,FDOC,"FUEL DOCTOR HOLDINGS, INC."
5691,1888175,PXCLY,Phoenix Copper Limited/ADR
5692,1527096,MIRO,Miromatrix Medical Inc.
5693,1757143,AIH,Aesthetic Medical International Holdings Group Ltd
5694,1627282,CWD,CaliberCos Inc.
5695,1390478,SLS,"SELLAS Life Sciences Group, Inc."
5696,1114936,UMEWF,UMeWorld Ltd
5697,1654672,PNPL,"PINEAPPLE, INC."
5698,1858912,GDNR,Gardiner Healthcare Acquisitions Corp.
5699,1723580,BFI,"BurgerFi International, Inc."
5700,1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
5701,1709626,NCNA,NuCana plc
5702,946936,DSWL,DESWELL INDUSTRIES INC
5703,1681087,AVRO,"AVROBIO, Inc."
5704,1413119,KBLB,"Kraig Biocraft Laboratories, Inc"
5705,1821468,YQ,17 Education & Technology Group Inc.
5706,1546296,IPDN,"Professional Diversity Network, Inc."
5707,934796,NWCN,NETWORK CN INC
5708,1724979,RAIN,Rain Oncology Inc.
5709,1651407,CKPT,"Checkpoint Therapeutics, Inc."
5710,839470,WWR,"WESTWATER RESOURCES, INC."
5711,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC
5712,748790,GCEH,"Global Clean Energy Holdings, Inc."
5713,707605,ASRV,AMERISERV FINANCIAL INC /PA/
5714,894556,GEVI,"General Enterprise Ventures, Inc."
5715,1005101,MGLD,"Marygold Companies, Inc."
5716,1799191,TOI,"Oncology Institute, Inc."
5717,1799448,ALGS,"Aligos Therapeutics, Inc."
5718,25743,TXMD,"TherapeuticsMD, Inc."
5719,1624326,PAVM,PAVmed Inc.
5720,722572,FKWL,FRANKLIN WIRELESS CORP
5721,1854572,IZM,ICZOOM Group Inc.
5722,1880613,DRCT,"Direct Digital Holdings, Inc."
5723,1874097,CYN,Cyngn Inc.
5724,1397616,SSVFF,SOUTHERN SILVER EXPLORATION CORP
5725,895464,YBGJ,Yubo International Biotech Ltd
5726,1844389,ACBA,Ace Global Business Acquisition Ltd
5727,740664,RFIL,R F INDUSTRIES LTD
5728,1310488,BFNH,"BIOFORCE NANOSCIENCES HOLDINGS, INC."
5729,942895,REDW,REDWOOD FINANCIAL INC /MN/
5730,1111741,DYNR,DYNARESOURCE INC
5731,1709505,BEST,BEST Inc.
5732,808326,EMKR,EMCORE CORP
5733,839087,VASO,VASO Corp
5734,1038277,INIS,INTERNATIONAL ISOTOPES INC
5735,921114,ARMP,"Armata Pharmaceuticals, Inc."
5736,1720161,CTRM,Castor Maritime Inc.
5737,1833214,SABS,"SAB Biotherapeutics, Inc."
5738,1769697,LITM,Snow Lake Resources Ltd.
5739,1031233,PPBN,PINNACLE BANKSHARES CORP
5740,1868419,WAVS,Western Acquisition Ventures Corp.
5741,1210618,SPI,"SPI Energy Co., Ltd."
5742,1607962,RWLK,ReWalk Robotics Ltd.
5743,1495651,UURAF,Ucore Rare Metals Inc.
5744,1785056,TRNR,"Interactive Strength, Inc."
5745,1583771,HEPA,"Hepion Pharmaceuticals, Inc."
5746,1692427,NCSM,"NCS Multistage Holdings, Inc."
5747,1419275,RVYL,RYVYL Inc.
5748,45919,HHS,HARTE HANKS INC
5749,1275101,BOTJ,BANK OF THE JAMES FINANCIAL GROUP INC
